Name,Symbol,YTD,_3MO,_1YR,_3YR,_5YR,_10YR,Yield,rating,Expenseratio,Mgrtenure,Netassets,Category
Glenmede Small Cap Equity,GTCSX,-13.46,9.54,-13.46,12.04,12.64,,0.89,**,0.12,2,"31,84,07,535",Small Value
Goldman Sachs Small Cap Value Inst,GSSIX,-16.56,13.43,-16.56,,,,0,,1.16,1,"1,62,46,330",Small Value
Goldman Sachs Small Cap Value Svc,GSSSX,-16.92,13.32,-16.92,,,,0,,1.45,6,"2,64,580",Small Value
Gradison Opportunity Value,GOGFX,-6.95,13.06,-6.95,13.4,12.58,12.82,0.58,**,1.31,14,"15,11,98,399",Small Value
Harris Insight Small Cap Value A,,-6.83,8.29,-6.83,,,,0.23,,,1,"6,35,862",Small Value
Harris Insight Small Cap Value Inst,HSCVX,-3.94,8.32,-3.94,,,,0.44,,,1,"14,44,34,591",Small Value
Heartland Value,HRTVX,-11.46,4.64,-11.46,9.69,11.74,14.55,0.19,**,1.12,14,"1,66,60,19,130",Small Value
Hotchkis & Wiley Small Cap,HWSCX,-15.56,8.8,-15.56,10.41,10.02,12.82,0,**,0.94,3,"5,92,34,928",Small Value
IAI Value,IAAPX,-0.04,18.89,-0.04,13.36,10.5,11.33,0,**,1.25,2,"1,52,02,079",Small Value
ICM/Isabelle Small Cap Value Instl,,,13.07,,,,,,,,,"31,21,460",Small Value
ICM/Isabelle Small Cap Value Invmt,,,,13.09,,,,,,,,"10,98,642",Small Value
Invesco Small Company Value,IDSCX,-5.82,16.37,-5.82,9.81,10.74,,0.43,**,1.25,4,"6,00,27,314",Small Value
Kemper Small Cap Value I,,-12.28,12.34,-12.28,11.5,,,0,**,0.89,2,"92,74,060",Small Value
Lazard Bantam Value Instl,LABVX,-13.82,11.94,-13.82,,,,0,,1.05,2,"5,99,52,338",Small Value
Lazard Small Cap Instl,LZSCX,-12.62,12.92,-12.62,11.52,11.45,,0.05,**,0.82,7,"1,40,78,60,050",Small Value
Lazard Small Cap Open,LZCOX,-12.86,12.81,-12.86,,,,0,,1.14,7,"9,38,37,611",Small Value
Lexington SmallCap,LESVX,6.73,15.04,6.73,11.5,,,0.05,**,2.57,0,"79,54,993",Small Value
Lindner/Ryback Small-Cap Inv,LDRSX,-6.09,11.65,-6.09,20.62,,,1.1,***,0.87,4,"4,42,85,127",Small Value
Longleaf Partners Small-Cap,LLSCX,12.71,14.46,12.71,23.86,18.5,13.47,0.67,****,1.09,7,"1,35,09,89,083",Small Value
Loomis Sayles Small Cap Value Instl,LSSCX,-1.08,18.07,-1.08,17.56,14.51,,0.66,**,0.94,7,"34,62,59,317",Small Value
Loomis Sayles Small Cap Value Ret,LSCRX,-1.34,17.98,-1.34,,,,0.42,,1.25,1,"7,03,28,516",Small Value
MAS Small Cap Value,MPSCX,-1.42,15.32,-1.42,20.29,16.57,17.81,0.35,***,0.86,12,"78,82,30,784",Small Value
Maxus Aggressive Value Inv,MXSAX,,15.7,,,,,,,,0,"27,99,638",Small Value
MSDW Special Value D,,-6.38,9.17,-6.38,,,,0,,,1,"15,52,250",Small Value
Munder Small-Cap Value K,MCVKX,-6.63,12.7,-6.63,,,,0.62,,1.27,2,"6,02,28,743",Small Value
Munder Small-Cap Value Y,MCVYX,-6.46,12.76,-6.46,,,,0.88,,1.02,2,"6,16,61,301",Small Value
Nations Managed Sm Cap Val Idx Inv A,,-3.12,12.27,-3.12,,,,0.43,,0.75,1,"21,23,604",Small Value
Nations Managed Sm Cap Val Idx Inv C,,-3.24,12.32,-3.24,,,,0.2,,1,1,"93,251",Small Value
Nations Managed Sm Cap Val Idx PrmA,,-2.9,12.36,-2.9,,,,0.66,,0.5,1,"34,70,074",Small Value
Nations Managed Sm Cap Val Idx PrmB,,-2.9,12.36,-2.9,,,,0.66,,,1,10,Small Value
Nations Managed Value Index Inv A,,13.56,17.01,13.56,,,,1.17,,0.75,,"30,23,684",Small Value
Nations Managed Value Index Inv C,,13.49,17.01,13.49,,,,1.02,,1,,"11,072",Small Value
Nations Managed Value Index Prim A,,13.71,17.06,13.71,,,,1.38,,0.5,,"94,30,923",Small Value
Nations Managed Value Index Prim B,,13.71,17.06,13.71,,,,1.38,,,1,12,Small Value
Navellier Small Cap Value,,-8.28,10.76,-8.28,,,,0.78,,1.75,1,"8,61,148",Small Value
Northern Small Cap,NOSGX,-5.94,11.96,-5.94,13.24,,,0.1,**,1,4,"31,42,58,197",Small Value
Norwest Advantage Performa SmCapVal I,,-5.65,16.64,-5.65,,,,0,,,1,"1,91,06,993",Small Value
Oakmark Small Cap,OAKSX,-13.16,17.65,-13.16,19.48,,,0,***,1.45,3,"74,76,72,210",Small Value
PaineWebber Pace Small/Med Co Val Eq,PCSVX,-9.16,9.37,-9.16,15.13,,,0.55,***,,3,"18,71,43,040",Small Value
Pathfinder,PSLFX,-18.14,5.13,-18.14,2.57,6.43,3.54,0,*,0.99,9,"20,00,000",Small Value
PIMCo Small Cap Value Admin,PVADX,-9.38,11.35,-9.38,15.85,,,1.25,***,1.1,3,"1,87,79,639",Small Value
PIMCo Small Cap Value Instl,PSVIX,-9.16,11.42,-9.16,16.14,13.61,,1.34,**,0.85,7,"5,78,20,439",Small Value
Preferred Small Cap,PSMCX,-4.79,14.56,-4.79,14.78,,,0.12,**,0.9,3,"11,96,97,130",Small Value
Prudential Small Company Value Z,PSCZX,-10.62,8.58,-10.62,,,,0,,0.96,2,"14,26,04,546",Small Value
Quaker Small-Cap Value,QUSVX,5.15,18.43,5.15,,,,0,,1.31,2,"92,59,291",Small Value
Robertson Stephens Partners A,RSPFX,-27.3,-3.03,-27.3,7.11,,,3.19,**,1.78,3,"4,82,11,731",Small Value
Royce GiftShares Inv,RGFAX,21.23,28.4,21.23,23.65,,,0,****,1.49,3,"69,76,371",Small Value
Royce Micro-Cap Consult,RYMCX,,14.38,,,,,,,,0,"6,59,733",Small Value
Schwartz Value,RCMFX,-10.42,6.44,-10.42,10.7,8.13,11.54,0,**,1.91,15,"6,05,82,257",Small Value
Sefton Small Company Value,SSVLX,-15.69,5.15,-15.69,,,,0.85,,1.59,1,"3,53,36,493",Small Value
SEI Instl Mgd Small Cap Value A,SESVX,-2.84,13.21,-2.84,17.04,,,0.34,***,1.11,4,"51,18,16,563",Small Value
Shadow Stock,SHSTX,-1.49,8.71,-1.49,15.12,12.54,11.87,0.48,***,1.16,11,"5,04,62,542",Small Value
Skyline Small Cap Contrarian,,-28.4,1.13,-28.4,,,,0,,,1,"51,95,283",Small Value
Skyline Small Cap Value Plus,SPEQX,-6.66,8.19,-6.66,14.25,12.17,,0,**,1.51,5,"13,48,54,764",Small Value
Skyline Special Equities,SKSEX,-7.17,10.96,-7.17,17.9,13.02,18.26,0,***,1.48,11,"44,58,11,638",Small Value
STI Classic Small Cap Equity Tr,SCETX,-13.45,11.03,-13.45,,,,1.18,,1.21,,"29,98,72,921",Small Value
Stratton Small-Cap Yield,STSCX,-9.58,9.05,-9.58,13.96,12.88,,0.89,**,1.62,5,"4,26,02,628",Small Value
Strong Small Cap Value,SSMVX,6.1,19.89,6.1,,,,0,,,1,"2,41,37,656",Small Value
Target Small Capitalization Value,TASVX,-6.63,14.46,-6.63,13.93,9.41,,0.43,**,0.81,4,"13,76,90,492",Small Value
Third Avenue Small-Cap Value,TASCX,-2.77,13.75,-2.77,,,,0.78,,1.65,1,"14,43,01,655",Small Value
Third Avenue Value,TAVFX,3.92,16.72,3.92,16.21,15.29,,1.25,***,1.13,8,"1,60,01,20,422",Small Value
UAM ICM Small Company,ICSCX,-0.51,9.33,-0.51,17.63,15.34,,0.92,***,0.88,9,"63,53,66,850",Small Value
UAM Sterling Small Cap Value Instl,SPSCX,-2.86,15.09,-2.86,,,,0,,1.25,1,"3,37,82,756",Small Value
UMB Scout Regional,UMBHX,-3.68,8.69,-3.68,10.07,10.01,6.13,1.8,**,0.85,12,"4,53,98,897",Small Value
Undiscovered Managers Small Cap Value,,-0.64,11.26,-0.64,,,,0.13,,,1,"1,89,26,885",Small Value
Vanguard Selected Value,VASVX,-11.77,17.51,-11.77,,,,0.75,,0.74,2,"15,13,15,264",Small Value
Vanguard Small Cap Value Index,VISVX,,13.65,,,,,,,,0,"10,56,28,467",Small Value
Wachovia Special Values Y,BSPYX,-1,10.81,-1,,,,1.49,,1.11,1,"9,18,44,457",Small Value
Warburg Pincus Advisor Small Co Value,WPSAX,-14.8,1.24,-14.8,16.36,,,0,**,1.89,3,"54,833",Small Value
Warburg Pincus Small Co Value Comm,WPSVX,-14.88,1.9,-14.88,16.58,,,0,***,1.7,3,"6,65,40,368",Small Value
Wasatch Micro-Cap Value,WMCVX,8.46,21.11,8.46,,,,0,,,1,"1,68,87,740",Small Value
Westcore Small-Cap Opportunity,WTSCX,-5.73,8.76,-5.73,14.8,13.94,,0,**,1.3,4,"9,34,42,399",Small Value
Westport Small Cap I,WPSCX,,27.77,,,,,,,,0,"3,32,00,000",Small Value
Westport Small Cap R,WPSRX,15.4,27.65,15.4,,,,0,,,1,"59,13,492",Small Value
William Blair Value Discovery,WBVDX,0.66,11.49,0.66,,,,0.72,,1.5,2,"4,09,06,000",Small Value
Wilshire Target Small Co Value Instl,WSMVX,-5.45,9.51,-5.45,,,,1.32,,0.76,2,"1,20,25,429",Small Value
Wilshire Target Small Co Value Invmt,DTSVX,-5.57,9.43,-5.57,12.18,11.02,,1.25,**,0.85,6,"2,84,22,907",Small Value
Wright Junior Blue Chip Equities,WJBEX,-4.9,14.82,-4.9,12.95,11.05,10.3,0,**,1.18,13,"3,40,40,672",Small Value
Zweig Series Appreciation I,,-1.25,14.5,-1.25,,,,0,,1.22,2,"16,22,605",Small Value
